chr,strand,gene_locus,gene_id,gene_name,gene_biotype,polyA_sites_in_gene,proximal_pos,proximal_feature,proximal_exp,distal_pos,distal_feature,distal_exp,proximal_fc,distal_fc,proximal_perc_inc,distal_perc_inc,proximal_padj,distal_padj,pair_type,gene_class
10,+,chr10:90871715-90908552,ENSG00000148688,RPP30,protein_coding,5,90902762,intron,517,90905646,exon,570,-0.51345,0.91975,0.43,0.68,0.02325,0.01889,composite,repressed
10,+,chr10:13630868-13655928,ENSG00000282246,AL157392.5,protein_coding,5,13642470,intron,698,13655926,utr3,3810,-0.51346,0.47777,0.37,0.52,0.02327,0.00313,composite,repressed
4,+,chr4:39045038-39126856,ENSG00000109790,KLHL5,protein_coding,5,39122207,utr3,23309,39126225,intron,2639,0.14484,-0.41187,0.52,0.42,0.02413,0.0177,skipped,enhanced
12,+,chr12:93467487-93516212,ENSG00000198015,MRPL42,protein_coding,5,93501378,utr3,1493,93503768,utr3,1415,0.5517,-0.60319,0.67,0.48,0.02595,0.01106,same,enhanced
8,-,chr8:55696423-55773406,ENSG00000167904,TMEM68,protein_coding,5,55739541,utr3,1260,55733966,intron,331,0.50993,-1.11862,0.67,0.39,0.02745,0.00156,skipped,enhanced
18,+,chr18:76822606-76970726,ENSG00000130856,ZNF236,protein_coding,5,76969914,utr3,1760,76970723,utr3,2443,0.36375,-0.40557,0.58,0.43,0.02856,0.01124,same,enhanced
8,-,chr8:489791-545780,ENSG00000180190,TDRP,protein_coding,5,492287,utr3,972,489804,utr3,2436,0.87531,-0.32371,0.62,0.4,0.03051,0.00205,same,enhanced
12,-,chr12:75275978-75390927,ENSG00000180881,CAPS2,protein_coding,5,75359888,exon,916,75275979,utr3,2472,0.39961,-0.44852,0.52,0.37,0.03096,0.00756,skipped,enhanced
22,-,chr22:19351367-19448231,ENSG00000242259,C22orf39,protein_coding,5,19441784,utr3,645,19399374,intron,6266,-0.61963,0.51611,0.39,0.57,0.03165,0.00221,skipped,repressed
11,+,chr11:7970250-8001861,ENSG00000175390,EIF3F,protein_coding,5,7990556,intron,437,8000718,utr3,1724,0.98144,-0.47782,0.55,0.32,0.03207,0.00879,composite,enhanced
6,+,chr6:142147161-142224688,ENSG00000009844,VTA1,protein_coding,5,142219866,utr3,1240,142220774,utr3,20418,0.46389,-0.22188,0.63,0.5,0.03297,0.03245,same,enhanced
1,+,chr1:244969704-245127163,ENSG00000203666,EFCAB2,protein_coding,5,245087650,utr3,639,245090438,intron,10649,0.37327,-0.51974,0.5,0.35,0.03351,0.00058,skipped,enhanced
6,-,chr6:53497340-53616969,ENSG00000001084,GCLC,protein_coding,5,53498272,utr3,3706,53497343,utr3,19392,0.01511,-0.13754,0.57,0.54,0.03361,0.00028,same,enhanced
12,+,chr12:63779802-63809557,ENSG00000118600,TMEM5,protein_coding,5,63785992,intron,1309,63809106,utr3,3813,-0.35612,0.29021,0.47,0.59,0.03463,0.04119,composite,repressed
10,-,chr10:45615500-45672779,ENSG00000172671,ZFAND4,protein_coding,5,45647447,intron,5915,45638645,intron,2364,-0.28114,0.41385,0.47,0.6,0.03545,0.01711,composite,repressed
18,-,chr18:57548282-57586771,ENSG00000066926,FECH,protein_coding,5,57549573,utr3,6678,57548311,utr3,6249,0.16126,-0.25392,0.59,0.51,0.03913,0.01565,same,enhanced
6,-,chr6:133502251-133892801,ENSG00000227954,TARID,antisense_RNA,5,133720698,intron,278,133502251,exon,361,1.07623,-1.03733,0.42,0.14,0.04046,0.02164,composite,enhanced
1,-,chr1:117863484-117929629,ENSG00000196505,GDAP2,protein_coding,5,117870158,utr3,1137,117863486,utr3,2699,0.3486,-0.43786,0.62,0.49,0.04224,0.00042,same,enhanced
18,-,chr18:59430939-59697379,ENSG00000183287,CCBE1,protein_coding,5,59435304,utr3,1016,59430939,utr3,12132,0.2029,-0.7278,0.22,0.14,0.04278,0.04502,same,enhanced
6,-,chr6:85557977-85607783,ENSG00000271793,AL589666.1,protein_coding,5,85607604,intron,265,85558961,intron,277,-0.7113,0.77818,0.37,0.61,0.04297,0.04252,skipped,repressed
6,-,chr6:43308797-43369477,ENSG00000171467,ZNF318,protein_coding,5,43354179,intron,2152,43331489,utr3,1478,0.41741,-0.37441,0.65,0.53,0.04513,0.00868,composite,enhanced
14,+,chr14:57268908-57298741,ENSG00000053770,AP5M1,protein_coding,5,57289515,utr3,2925,57298740,utr3,2627,0.27823,-0.57707,0.54,0.4,0.04642,0.00132,same,enhanced
X,-,chrX:54068323-54183280,ENSG00000184083,FAM120C,protein_coding,5,54173791,utr3,505,54068325,utr3,6751,0.19038,-0.41974,0.6,0.49,0.04841,0.01573,skipped,enhanced
4,+,chr4:25655300-25678747,ENSG00000157765,SLC34A2,protein_coding,5,25657032,intron,943,25676885,utr3,577,-1.17282,0.73029,0.33,0.67,0.04895,0.0116,composite,repressed
18,-,chr18:48026672-48410751,ENSG00000184828,ZBTB7C,protein_coding,5,48027268,utr3,4294,48026883,utr3,817,0.29009,-0.44775,0.56,0.41,0.05125,0.08823,same,control_down
2,-,chr2:74152527-74178897,ENSG00000114978,MOB1A,protein_coding,5,74156084,utr3,13491,74155721,utr3,11888,0.23315,0.09016,0.58,0.55,0.0519,0.31248,same,control_down
1,-,chr1:34986164-35031967,ENSG00000163867,ZMYM6,protein_coding,5,35001293,intron,2486,34988180,exon,7490,0.5076,0.19082,0.56,0.51,0.05228,0.64611,composite,control_down
14,+,chr14:102139502-102224846,ENSG00000140153,WDR20,protein_coding,5,102210520,utr3,10633,102214769,utr3,735,0.16916,-0.09963,0.53,0.48,0.05237,0.68374,skipped,control_down
11,-,chr11:6595074-6603619,ENSG00000132275,RRP8,protein_coding,5,6599923,utr3,3896,6598048,utr3,889,0.27383,0.26642,0.54,0.5,0.05332,0.87221,same,control_down
14,+,chr14:44962207-45074430,ENSG00000198718,TOGARAM1,protein_coding,5,44978302,intron,891,45007203,exon,911,0.58389,-0.0644,0.61,0.5,0.05493,0.97565,composite,control_down
7,+,chr7:99472840-99503649,ENSG00000198556,ZNF789,protein_coding,5,99481178,utr3,554,99482322,utr3,960,0.46816,0.38226,0.6,0.58,0.05616,0.10263,same,control_down
4,-,chr4:163110072-163166920,ENSG00000145414,NAF1,protein_coding,5,163128672,utr3,7627,163124577,intron,13220,0.30404,0.07023,0.48,0.45,0.05733,0.85376,skipped,control_down
17,-,chr17:79932342-80035847,ENSG00000167291,TBC1D16,protein_coding,5,79935630,utr3,6761,79932343,utr3,3376,-0.25577,0.4365,0.51,0.64,0.05997,0.06474,same,control_up
3,+,chr3:155870535-155944025,ENSG00000163655,GMPS,protein_coding,5,155937728,utr3,900,155943675,utr3,4216,0.65139,0.0116,0.66,0.54,0.06397,0.88908,same,control_down
17,+,chr17:46923074-46975523,ENSG00000108433,GOSR2,protein_coding,5,46942018,utr3,25254,46966994,utr3,2589,-0.27138,0.28455,0.49,0.6,0.06477,0.15039,skipped,control_up
7,+,chr7:30157530-30159533,ENSG00000251660,AC007036.3,sense_overlapping,5,30158468,intron,1572,30159185,exon,857,-0.51327,0.36431,0.36,0.5,0.07065,0.63538,composite,control_up
6,+,chr6:71288802-71308949,ENSG00000119900,OGFRL1,protein_coding,5,71304572,utr3,3420,71305639,utr3,1790,-0.1551,-0.11361,0.45,0.44,0.07309,0.26311,same,control_up
4,+,chr4:112145396-112195255,ENSG00000174749,C4orf32,protein_coding,5,112187150,utr3,3188,112189019,utr3,2679,0.30745,-0.11553,0.45,0.38,0.07895,0.44962,same,control_down
5,+,chr5:44808924-44820427,ENSG00000112996,MRPS30,protein_coding,5,44815307,utr3,20797,44818559,exon,2590,0.23099,-0.06608,0.6,0.55,0.08126,0.72419,skipped,control_down
15,+,chr15:22838640-22868383,ENSG00000140157,NIPA2,protein_coding,5,22866880,utr3,5622,22867718,utr3,18554,0.23354,-0.12616,0.59,0.54,0.08306,0.45827,same,control_down
3,+,chr3:57556275-57566843,ENSG00000174840,PDE12,protein_coding,5,57560935,utr3,2880,57561950,utr3,5965,0.22187,0.15048,0.51,0.5,0.08505,0.21768,same,control_down
7,-,chr7:11370356-11832197,ENSG00000005108,THSD7A,protein_coding,5,11571822,intron,679,11374550,utr3,629,0.53357,0.25141,0.51,0.46,0.08566,0.16277,composite,control_down
3,-,chr3:27372720-27484419,ENSG00000033867,SLC4A7,protein_coding,5,27373495,utr3,4464,27372723,utr3,13299,0.21762,-0.40737,0.62,0.51,0.08624,0.10285,same,control_down
6,-,chr6:11183297-11382347,ENSG00000111859,NEDD9,protein_coding,5,11225824,intron,85200,11209988,intron,74646,0.18225,0.08254,0.35,0.36,0.0883,0.80158,composite,control_down
10,-,chr10:27195213-27242129,ENSG00000107897,ACBD5,protein_coding,5,27226175,intron,3223,27195494,utr3,974,0.25603,-0.0618,0.59,0.55,0.0888,0.91312,composite,control_down
3,+,chr3:142964496-143060545,ENSG00000163714,U2SURP,protein_coding,5,143060182,utr3,14333,143060542,utr3,16169,-0.32382,-0.2781,0.46,0.48,0.09006,0.05197,same,control_up
7,-,chr7:27830572-28180742,ENSG00000153814,JAZF1,protein_coding,5,28114622,intron,4290,27832501,utr3,591,-0.2418,0.15994,0.47,0.56,0.09011,0.57522,composite,control_up
X,-,chrX:72329515-72573102,ENSG00000147099,HDAC8,protein_coding,5,72473416,utr3,3927,72329516,utr3,6628,-0.21169,0.25245,0.5,0.58,0.09089,0.20599,skipped,control_up
8,-,chr8:108201215-108435332,ENSG00000104408,EIF3E,protein_coding,5,108230709,intron,14780,108201732,exon,25710,-0.17187,0.1568,0.52,0.57,0.09478,0.59783,composite,control_up
5,-,chr5:95463894-95555006,ENSG00000198677,TTC37,protein_coding,5,95508673,intron,1304,95464261,utr3,1186,0.36832,-0.21642,0.63,0.56,0.0955,0.61868,composite,control_down
13,-,chr13:35768651-36131305,ENSG00000133083,DCLK1,protein_coding,5,35818808,intron,1138,35771340,utr3,3083,0.64018,0.1401,0.63,0.58,0.0961,0.60543,composite,control_down
3,+,chr3:44599694-44648470,ENSG00000186448,ZNF197,protein_coding,5,44642291,exon,1178,44648469,utr3,7132,0.36302,-0.24617,0.53,0.43,0.09697,0.06081,skipped,control_down
5,+,chr5:43065175-43192020,ENSG00000172262,ZNF131,protein_coding,5,43103271,intron,3856,43176245,utr3,10958,-0.40152,0.10231,0.5,0.59,0.09873,0.57508,composite,control_up
9,+,chr9:72305429-72343209,ENSG00000225434,LINC01504,lincRNA,5,72319194,intron,1419,72321561,intron,529,-0.19298,-0.29191,0.35,0.31,0.09884,0.84435,composite,control_up
3,-,chr3:180602857-180871004,ENSG00000145075,CCDC39,protein_coding,5,180625245,intron,630,180614008,utr3,452,-0.15394,0.69116,0.38,0.48,0.10254,0.83988,composite,control_up
4,-,chr4:145757626-145938634,ENSG00000151612,ZNF827,protein_coding,5,145759007,utr3,2160,145757627,utr3,3853,0.12622,-0.18983,0.6,0.57,0.10805,0.05371,same,control_down
5,-,chr5:37288136-37371180,ENSG00000113569,NUP155,protein_coding,5,37291838,utr3,5172,37288137,utr3,8070,0.18377,-0.04224,0.67,0.63,0.11469,0.74575,same,control_down
6,-,chr6:17759182-17987622,ENSG00000137177,KIF13A,protein_coding,5,17950406,utr3,18210,17759345,utr3,23578,0.31265,-0.26249,0.47,0.37,0.11836,0.0797,skipped,control_down
3,+,chr3:36380343-36548006,ENSG00000144681,STAC,protein_coding,5,36547633,utr3,850,36548003,utr3,2785,-0.46454,-0.11077,0.21,0.25,0.12241,0.33041,same,control_up
10,+,chr10:73995192-74121362,ENSG00000035403,VCL,protein_coding,5,74024605,intron,1786,74120165,utr3,9334,-0.41327,0.13027,0.35,0.44,0.12281,0.94707,composite,control_up
6,+,chr6:106629577-106668416,ENSG00000130348,QRSL1,protein_coding,5,106666359,utr3,1276,106668414,utr3,667,0.31426,-0.31564,0.58,0.48,0.12282,0.2305,same,control_down
6,+,chr6:109095109-109163931,ENSG00000183137,CEP57L1,protein_coding,5,109160763,utr3,741,109163902,utr3,1160,0.44647,0.05382,0.6,0.51,0.1229,0.59075,skipped,control_down
7,+,chr7:101815903-102283956,ENSG00000257923,CUX1,protein_coding,5,102258220,utr3,16163,102283956,utr3,17756,-0.30909,-0.10226,0.42,0.45,0.12371,0.73246,skipped,control_up
3,-,chr3:52903571-52969117,ENSG00000163935,SFMBT1,protein_coding,5,52904614,utr3,3576,52904441,utr3,881,0.2057,-0.35962,0.62,0.53,0.13351,0.26413,same,control_down
7,+,chr7:43926437-43956135,ENSG00000078967,UBE2D4,protein_coding,5,43953563,utr3,3763,43956129,utr3,3172,-0.12643,0.01701,0.45,0.48,0.13514,0.92095,same,control_up
12,-,chr12:122229563-122266520,ENSG00000139719,VPS33A,protein_coding,5,122231548,utr3,8300,122229564,utr3,5149,0.22417,-0.10648,0.53,0.48,0.13721,0.16305,same,control_down
9,+,chr9:37800501-37867665,ENSG00000122741,DCAF10,protein_coding,5,37862007,utr3,11378,37867661,utr3,3728,0.26309,0.0197,0.56,0.52,0.13896,0.99763,same,control_down
2,+,chr2:204545792-205620161,ENSG00000116117,PARD3B,protein_coding,5,204761587,intron,2081,205620159,utr3,16728,0.33931,-0.48514,0.48,0.34,0.14135,0.12095,composite,control_down
6,-,chr6:16299111-16761490,ENSG00000124788,ATXN1,protein_coding,5,16757848,intron,12810,16299112,utr3,47160,0.14268,-0.20796,0.54,0.5,0.14196,0.28291,composite,control_down
1,+,chr1:233614003-233672511,ENSG00000135750,KCNK1,protein_coding,5,233623213,intron,1318,233672276,utr3,5509,-0.40585,0.11451,0.56,0.66,0.14426,0.79812,composite,control_up
19,-,chr19:23525630-23687219,ENSG00000197372,ZNF675,protein_coding,5,23654410,exon,1349,23651619,intron,4418,-0.42351,0.19906,0.45,0.55,0.14765,0.10997,skipped,control_up
4,-,chr4:38790676-38823713,ENSG00000174125,TLR1,protein_coding,5,38822899,intron,13711,38791729,intron,9295,0.25782,-0.05262,0.52,0.48,0.1522,0.38238,skipped,control_down
3,-,chr3:119429499-119468829,ENSG00000176142,TMEM39A,protein_coding,5,119431732,utr3,14231,119429501,utr3,9247,0.15245,-0.17861,0.59,0.53,0.15516,0.26269,same,control_down
8,-,chr8:132120857-132481018,ENSG00000184156,KCNQ3,protein_coding,5,132283457,intron,889,132120859,utr3,5385,-0.24003,-0.21261,0.6,0.61,0.15576,0.26673,composite,control_up
16,+,chr16:14632814-14669235,ENSG00000103429,BFAR,protein_coding,5,14650586,utr3,4430,14669234,utr3,14569,0.28813,0.05394,0.53,0.48,0.15635,0.88643,skipped,control_down
1,-,chr1:175944830-176207492,ENSG00000143207,RFWD2,protein_coding,5,176007071,intron,7137,175944831,utr3,24059,-0.2508,0.40066,0.45,0.56,0.15642,0.19668,composite,control_up
9,+,chr9:19230434-19373544,ENSG00000137145,DENND4C,protein_coding,5,19257529,intron,3409,19373038,utr3,1590,-0.32153,-0.30217,0.36,0.37,0.16595,0.36626,composite,control_up
2,+,chr2:231961244-232344349,ENSG00000144535,DIS3L2,protein_coding,5,232259293,intron,1801,232336975,utr3,2177,0.38111,-0.06364,0.59,0.52,0.16666,0.83177,composite,control_down
12,+,chr12:106357657-106510197,ENSG00000013503,POLR3B,protein_coding,5,106385468,intron,942,106510045,utr3,1668,0.2674,-0.23532,0.57,0.48,0.16746,0.26643,composite,control_down
6,-,chr6:109390214-109441170,ENSG00000185250,PPIL6,protein_coding,5,109413876,intron,2551,109392736,utr3,3474,0.31319,0.01392,0.46,0.42,0.16815,0.56714,composite,control_down
6,+,chr6:149566293-149591747,ENSG00000055211,GINM1,protein_coding,5,149590918,utr3,2796,149591545,utr3,4734,0.21207,-0.31189,0.53,0.46,0.17,0.09619,same,control_down
17,-,chr17:59109950-59155268,ENSG00000182628,SKA2,protein_coding,5,59112073,utr3,13068,59109954,utr3,6444,0.22048,-0.02304,0.59,0.55,0.1701,0.56032,same,control_down
1,-,chr1:185296387-185317328,ENSG00000116679,IVNS1ABP,protein_coding,5,185297765,utr3,102956,185296391,utr3,32117,0.13206,0.0636,0.56,0.55,0.17205,0.93737,same,control_down
12,+,chr12:40156112-40196742,ENSG00000223914,LINC02471,lincRNA,5,40160379,intron,1613,40169598,intron,1032,0.30834,-0.32014,0.32,0.23,0.17979,0.34523,composite,control_down
20,+,chr20:13008978-13169102,ENSG00000172296,SPTLC3,protein_coding,5,13166593,utr3,2680,13166764,utr3,2001,-0.20546,-0.01242,0.41,0.45,0.18463,0.7153,same,control_up
1,-,chr1:224385142-224437032,ENSG00000162923,WDR26,protein_coding,5,224389136,utr3,29012,224385148,utr3,18151,0.15565,0.01865,0.54,0.52,0.18978,0.99393,same,control_down
10,+,chr10:102854222-102864960,ENSG00000166275,BORCS7,protein_coding,5,102864205,utr3,22742,102864404,utr3,7606,0.06766,0.02495,0.47,0.46,0.19085,0.71721,same,control_down
7,-,chr7:45723779-45768984,ENSG00000214765,SEPT7P2,transcribed_unprocessed_pseudogene,5,45748659,exon,4304,45723791,exon,4677,0.22721,-0.26562,0.48,0.4,0.19451,0.08349,skipped,control_down
3,+,chr3:98732235-98821200,ENSG00000064225,ST3GAL6,protein_coding,5,98794389,utr3,3929,98795249,utr3,2017,-0.13471,0.12505,0.45,0.5,0.19781,0.75558,same,control_up
3,-,chr3:15667235-15859770,ENSG00000206560,ANKRD28,protein_coding,5,15668608,utr3,42703,15667242,utr3,16056,0.14902,-0.05826,0.47,0.44,0.19881,0.46932,same,control_down
9,+,chr9:85941145-86022297,ENSG00000135040,NAA35,protein_coding,5,85983609,intron,581,85983888,intron,1163,-0.38061,-0.16171,0.43,0.48,0.20552,0.29401,composite,control_up
1,-,chr1:21678297-21783605,ENSG00000090686,USP48,protein_coding,5,21682465,intron,3051,21679231,utr3,6666,0.15598,0.1409,0.56,0.57,0.20969,0.09353,composite,control_down
11,-,chr11:33740938-33774542,ENSG00000110429,FBXO3,protein_coding,5,33744759,utr3,3422,33742781,utr3,1475,0.20189,-0.08205,0.55,0.5,0.21016,0.54969,same,control_down
2,+,chr2:17539125-17657017,ENSG00000163032,VSNL1,protein_coding,5,17656181,utr3,1693,17656437,utr3,1481,-0.11526,-0.11411,0.62,0.62,0.21259,0.59147,same,control_up
2,-,chr2:171784369-171999858,ENSG00000115840,SLC25A12,protein_coding,5,171827876,intron,488,171784778,utr3,4000,0.52075,0.12284,0.63,0.59,0.21352,0.1795,composite,control_down
7,+,chr7:141551188-141655243,ENSG00000006530,AGK,protein_coding,5,141653898,utr3,7400,141655240,utr3,844,0.10823,-0.31447,0.57,0.48,0.2166,0.25015,same,control_down
1,-,chr1:120150897-120176514,ENSG00000265808,SEC22B,protein_coding,5,120156008,utr3,10417,120155204,utr3,19967,0.23958,-0.04357,0.59,0.54,0.22129,0.35068,same,control_down
10,-,chr10:119829403-119892555,ENSG00000197771,MCMBP,protein_coding,5,119831192,utr3,12646,119829790,utr3,10497,0.27104,-0.13398,0.53,0.46,0.22545,0.12887,same,control_down
10,-,chr10:131966454-131982012,ENSG00000176171,BNIP3,protein_coding,5,131968363,utr3,8967,131968078,utr3,4171,0.34017,-0.07551,0.69,0.64,0.22595,0.94042,same,control_down
X,+,chrX:44873176-45112601,ENSG00000147050,KDM6A,protein_coding,5,45021583,intron,3967,45112246,utr3,11300,0.18271,-0.27601,0.57,0.5,0.22658,0.07636,composite,control_down
2,-,chr2:63121382-63827842,ENSG00000143951,WDPCP,protein_coding,5,63472187,intron,4404,63121837,utr3,931,-0.22443,0.10908,0.5,0.54,0.23074,0.87323,composite,control_up
4,-,chr4:81426392-82044243,ENSG00000138670,RASGEF1B,protein_coding,5,81450893,utr3,2201,81426396,utr3,16696,0.26467,-0.40618,0.44,0.3,0.23279,0.10986,skipped,control_down
12,+,chr12:12357078-12469693,ENSG00000165714,BORCS5,protein_coding,5,12466137,utr3,1548,12469693,utr3,1055,0.21903,-0.03579,0.62,0.55,0.23759,0.65952,same,control_down
3,+,chr3:93980138-94055667,ENSG00000169379,ARL13B,protein_coding,5,94000543,intron,11164,94043028,utr3,7145,-0.30154,0.26445,0.37,0.46,0.23839,0.05576,composite,control_up
5,-,chr5:1598919-1634004,ENSG00000188002,AC026412.1,transcribed_unprocessed_pseudogene,5,1628698,intron,3200,1628522,intron,3253,-0.112,0.19271,0.63,0.68,0.23911,0.58856,composite,control_up
17,+,chr17:77959239-78108834,ENSG00000078687,TNRC6C,protein_coding,5,78106046,utr3,8522,78107459,utr3,10076,-0.22241,-0.02311,0.46,0.48,0.23995,0.92051,same,control_up
10,-,chr10:67921898-68075347,ENSG00000148634,HERC4,protein_coding,5,68067689,utr3,3049,67922484,utr3,17099,0.19899,0.0376,0.55,0.51,0.24032,0.38401,skipped,control_down
1,-,chr1:45016398-45306208,ENSG00000162415,ZSWIM5,protein_coding,5,45130771,intron,1056,45016406,utr3,3481,0.20063,-0.20934,0.51,0.45,0.2497,0.21733,composite,control_down
22,+,chr22:29883154-30030865,ENSG00000100330,MTMR3,protein_coding,5,30027857,utr3,20955,30030504,utr3,4285,0.19322,-0.20572,0.5,0.43,0.24998,0.19735,same,control_down
13,+,chr13:97953657-98024296,ENSG00000065150,IPO5,protein_coding,5,98021880,utr3,5534,98023074,utr3,16556,0.2387,0.12127,0.58,0.55,0.25067,0.54187,same,control_down
19,+,chr19:57389849-57402991,ENSG00000188785,ZNF548,protein_coding,5,57401135,utr3,9078,57401416,utr3,4957,0.17286,-0.05849,0.5,0.45,0.25191,0.27361,same,control_down
13,-,chr13:37009311-37059712,ENSG00000102710,SUPT20H,protein_coding,5,37009496,utr3,4756,37009315,utr3,10459,0.11548,-0.20738,0.56,0.51,0.25213,0.24761,same,control_down
7,-,chr7:73440397-73522277,ENSG00000009954,BAZ1B,protein_coding,5,73474885,intron,1223,73440438,utr3,2624,0.24968,-0.14203,0.58,0.51,0.2552,0.29025,composite,control_down
1,-,chr1:62454297-62688367,ENSG00000116641,DOCK7,protein_coding,5,62462939,intron,1591,62455012,utr3,9284,0.26802,-0.31613,0.61,0.53,0.25572,0.07262,composite,control_down
22,-,chr22:40824534-40857021,ENSG00000100380,ST13,protein_coding,5,40825137,utr3,15002,40824598,utr3,34826,-0.03861,-0.05182,0.53,0.52,0.25625,0.21028,same,control_up
22,+,chr22:28800682-28848558,ENSG00000226471,Z93930.2,antisense_RNA,5,28807119,intron,528,28822211,exon,1196,0.48757,-0.11766,0.6,0.5,0.25947,0.66952,composite,control_down
4,+,chr4:185204236-185370184,ENSG00000109762,SNX25,protein_coding,5,185318031,intron,24082,185363969,utr3,11208,-0.19844,-0.07423,0.29,0.31,0.25979,0.42525,composite,control_up
6,+,chr6:57172325-57189832,ENSG00000112208,BAG2,protein_coding,5,57184934,utr3,4649,57185163,utr3,1780,0.1886,0.02138,0.56,0.53,0.26413,0.81919,same,control_down
5,+,chr5:14581774-14615006,ENSG00000145569,FAM105A,protein_coding,5,14611095,utr3,13926,14611900,utr3,3963,0.18285,0.04078,0.36,0.34,0.27569,0.99777,same,control_down
GL000219.1,-,chrGL000219.1:54223-83310,ENSG00000273748,AL592183.1,protein_coding,5,75061,intron,3319,68271,intron,3654,0.46688,-0.29167,0.49,0.35,0.28246,0.20801,composite,control_down
11,-,chr11:17077787-17207982,ENSG00000011405,PIK3C2A,protein_coding,5,17087794,utr3,1519,17086561,intron,1170,0.22481,-0.24142,0.55,0.46,0.28421,0.22383,skipped,control_down
8,-,chr8:73064539-73124087,ENSG00000164764,SBSPON,protein_coding,5,73067019,utr3,916,73065216,utr3,978,0.20621,-0.30206,0.37,0.29,0.29001,0.10584,same,control_down
6,+,chr6:7389495-7418036,ENSG00000124784,RIOK1,protein_coding,5,7414377,exon,9924,7417699,utr3,6709,0.07701,0.14658,0.61,0.63,0.29105,0.46722,skipped,control_down
1,+,chr1:231337103-231355022,ENSG00000010072,SPRTN,protein_coding,5,231354241,utr3,3681,231355021,utr3,3574,-0.11017,0.09087,0.53,0.57,0.29343,0.64843,same,control_up
4,+,chr4:147732062-148072779,ENSG00000071205,ARHGAP10,protein_coding,5,147756124,intron,5123,148072774,utr3,8528,-0.25234,0.06153,0.4,0.45,0.29709,0.60567,composite,control_up
X,-,chrX:154021572-154137102,ENSG00000169057,MECP2,protein_coding,5,154087801,intron,8142,154023197,utr3,2375,0.22662,0.06703,0.49,0.45,0.29757,0.93705,composite,control_down
3,-,chr3:121769762-121835078,ENSG00000173226,IQCB1,protein_coding,5,121769998,utr3,17422,121769762,utr3,9072,0.24954,-0.10606,0.63,0.56,0.29899,0.07935,same,control_down
10,-,chr10:32267750-32378797,ENSG00000120616,EPC1,protein_coding,5,32345112,exon,3204,32267757,utr3,12191,-0.06507,0.20989,0.44,0.5,0.30138,0.1213,skipped,control_up
5,-,chr5:127042557-127073491,ENSG00000164241,C5orf63,protein_coding,5,127051307,utr3,1136,127045218,utr3,725,-0.2792,0.26819,0.48,0.58,0.30198,0.23839,skipped,control_up
15,-,chr15:58588806-58749977,ENSG00000137845,ADAM10,protein_coding,5,58674067,intron,4783,58595395,utr3,50643,0.09968,-0.36772,0.54,0.48,0.3061,0.07062,composite,control_down
2,-,chr2:196133565-196176502,ENSG00000081320,STK17B,protein_coding,5,196133713,utr3,45506,196133583,utr3,11687,-0.26569,-0.05003,0.45,0.48,0.31166,0.76923,same,control_up
11,+,chr11:32893177-32993315,ENSG00000060749,QSER1,protein_coding,5,32947867,intron,1215,32975628,utr3,641,0.21232,-0.21876,0.67,0.62,0.31756,0.39086,composite,control_down
3,-,chr3:139560179-139678016,ENSG00000163864,NMNAT3,protein_coding,5,139568250,intron,727,139560191,utr3,2267,0.08624,-0.29538,0.58,0.53,0.32324,0.07986,composite,control_down
10,+,chr10:89283693-89309275,ENSG00000119922,IFIT2,protein_coding,5,89307169,exon,2640,89308218,utr3,451,0.02504,0.10685,0.45,0.49,0.32418,0.80732,same,control_down
10,+,chr10:126905408-127452516,ENSG00000150760,DOCK1,protein_coding,5,127133485,intron,3173,127452514,utr3,17810,0.11292,-0.4415,0.58,0.49,0.3256,0.08615,composite,control_down
3,+,chr3:195720881-195741122,ENSG00000176945,MUC20,protein_coding,5,195733504,utr3,5164,195737667,intron,2965,0.18981,-0.11836,0.64,0.6,0.33173,0.51475,skipped,control_down
2,+,chr2:117814649-117832378,ENSG00000088205,DDX18,protein_coding,5,117831049,utr3,14059,117832375,utr3,26260,0.15035,-0.11859,0.56,0.51,0.33803,0.65878,same,control_down
1,-,chr1:41027199-41242153,ENSG00000010803,SCMH1,protein_coding,5,41168251,intron,4824,41027202,utr3,11315,0.08333,-0.34681,0.57,0.48,0.33973,0.40219,composite,control_down
17,-,chr17:1003517-1229020,ENSG00000159842,ABR,protein_coding,5,1225893,intron,616,1148237,intron,2734,0.16992,-0.16395,0.5,0.48,0.34199,0.71355,composite,control_down
12,+,chr12:990508-1495932,ENSG00000082805,ERC1,protein_coding,5,1236810,exon,2333,1495929,utr3,22865,0.26757,-0.21462,0.54,0.48,0.34755,0.27116,skipped,control_down
6,-,chr6:82892397-83065840,ENSG00000118420,UBE3D,protein_coding,5,82967128,intron,597,82892469,utr3,2712,0.14024,-0.23394,0.56,0.5,0.34848,0.21733,composite,control_down
18,-,chr18:12661832-12702776,ENSG00000101624,CEP76,protein_coding,5,12697455,intron,913,12673096,utr3,2931,0.36473,0.0115,0.66,0.62,0.35054,0.97646,composite,control_down
14,+,chr14:92121936-92172144,ENSG00000165934,CPSF2,protein_coding,5,92164198,utr3,12414,92165721,utr3,6119,-0.16909,-0.20008,0.51,0.51,0.35477,0.34081,same,control_up
9,+,chr9:75890643-76362338,ENSG00000099139,PCSK5,protein_coding,5,76193567,utr3,687,76195886,utr3,5126,0.26534,-0.22314,0.54,0.48,0.35711,0.79309,same,control_down
