chr,strand,gene_locus,gene_id,gene_name,gene_biotype,polyA_sites_in_gene,proximal_pos,proximal_feature,proximal_exp,distal_pos,distal_feature,distal_exp,proximal_control_sum,distal_control_sum,proximal_test_sum,distal_test_sum,proximal_fc,distal_fc,proximal_perc_inc,distal_perc_inc,proximal_padj,distal_padj,pair_type,gene_class
14,-,chr14:91457610-91510553,ENSG00000100796,PPP4R3A,protein_coding,6,91485655,exon,1354,91457618,utr3,17609,878,7235,476,10374,0.67262,-0.55731,0.65,0.41,0.01315,0.00617,skipped,enhanced
14,-,chr14:30893798-31026400,ENSG00000196792,STRN3,protein_coding,6,30894049,utr3,7210,30893883,utr3,19936,3948,9868,3262,10068,0.12152,-0.08505,0.55,0.49,0.4148,0.42824,same,control_down
14,-,chr14:91965990-92038650,ENSG00000100815,TRIP11,protein_coding,6,91969516,utr3,8842,91965995,utr3,7683,4446,2501,4396,5182,0.34839,-0.67396,0.5,0.33,0.00445,0,same,enhanced
14,+,chr14:64503711-64533689,ENSG00000126804,ZBTB1,protein_coding,6,64523950,intron,11942,64524642,intron,5651,5156,2410,6786,3241,0.10156,0.02131,0.43,0.43,0.7683,0.68762,composite,control_down
15,-,chr15:72320129-72340917,ENSG00000260729,AC009690.1,protein_coding,6,72326859,intron,927,72325238,intron,2619,392,1108,535,1511,0.05645,-0.02436,0.42,0.42,0.97091,0.86673,skipped,control_down
15,-,chr15:82988440-83011640,ENSG00000169609,C15orf40,protein_coding,6,83005268,utr3,2061,83004639,utr3,3535,938,1800,1123,1735,-0.1136,0.26353,0.46,0.51,0.31747,0.25278,same,control_up
15,-,chr15:49106067-49155660,ENSG00000166200,COPS2,protein_coding,6,49127345,utr3,17210,49126245,utr3,10879,8494,4856,8716,6023,0.3525,0.02107,0.49,0.45,0.07819,0.62298,same,control_down
15,-,chr15:63907035-64072032,ENSG00000035664,DAPK2,protein_coding,6,63962092,intron,2004,63907036,utr3,8955,719,1550,1285,7405,0.60216,-0.76163,0.36,0.17,0.00066,0,composite,enhanced
15,+,chr15:44537056-44563028,ENSG00000104131,EIF3J,protein_coding,6,44561385,utr3,2260,44562800,utr3,7343,1447,3252,813,4091,0.73805,-0.46549,0.64,0.44,0.00171,0.00132,same,enhanced
15,-,chr15:52581316-52709816,ENSG00000047346,FAM214A,protein_coding,6,52672795,intron,2071,52647873,intron,864,1321,500,750,364,0.30986,-0.07063,0.64,0.58,0.12544,0.86882,composite,control_down
15,-,chr15:28111039-28322151,ENSG00000128731,HERC2,protein_coding,6,28292982,utr3,16196,28111043,utr3,9917,9044,4247,7152,5670,0.19841,-0.35937,0.56,0.43,0.24529,0.07348,skipped,control_down
15,-,chr15:20379494-20506179,ENSG00000180229,HERC2P3,transcribed_unprocessed_pseudogene,6,20416236,intron,235,20381480,exon,917,129,283,106,634,0.59484,-0.86985,0.55,0.31,0.04521,0.00189,composite,enhanced
15,-,chr15:72340918-72376475,ENSG00000213614,HEXA,protein_coding,6,72343900,utr3,8589,72343437,utr3,6470,4451,2852,4138,3618,0.21087,-0.11178,0.52,0.44,0.10956,0.25309,same,control_down
15,+,chr15:100919214-101078253,ENSG00000154237,LRRK1,protein_coding,6,101070105,utr3,6581,101072884,utr3,1870,3458,837,3123,1033,0.25055,-0.15606,0.53,0.45,0.44785,0.7853,same,control_down
15,+,chr15:75023554-75117461,ENSG00000138621,PPCDC,protein_coding,6,75049739,utr3,4550,75075768,intron,2324,2212,1306,2338,1018,-0.06978,0.19755,0.49,0.56,0.50786,0.3936,skipped,control_up
15,+,chr15:58865174-59097418,ENSG00000157450,RNF111,protein_coding,6,59030270,intron,1789,59096423,utr3,14414,944,5957,845,8457,0.41875,-0.10336,0.53,0.41,0.442,0.24807,composite,control_down
15,+,chr15:38252325-38357248,ENSG00000166068,SPRED1,protein_coding,6,38354048,utr3,26669,38356459,utr3,13484,11493,5310,15176,8174,0.04173,-0.13894,0.43,0.39,0.26609,0.37606,same,control_down
15,+,chr15:51829627-51947294,ENSG00000138594,TMOD3,protein_coding,6,51911934,utr3,16257,51943772,intron,2383,6685,549,9572,1834,0.5738,-0.68371,0.41,0.23,0.00835,0.00142,skipped,enhanced
16,+,chr16:30704066-30745168,ENSG00000282034,AC106886.5,protein_coding,6,30727380,intron,4543,30745166,utr3,4256,1794,1726,2749,2530,-0.17002,-0.22483,0.39,0.41,0.0946,0.26108,composite,control_up
16,-,chr16:853633-981317,ENSG00000103227,LMF1,protein_coding,6,854502,utr3,1789,853638,utr3,3598,850,1402,939,2196,-0.03753,-0.46429,0.48,0.39,0.6574,0.13815,same,control_up
16,-,chr16:79585842-79600713,ENSG00000178573,MAF,protein_coding,6,79596633,utr3,7466,79596479,utr3,13671,3758,7029,3708,6642,0.1152,0.18692,0.5,0.51,0.91399,0.05778,same,control_down
16,+,chr16:50548329-50649248,ENSG00000140807,NKD1,protein_coding,6,50634215,utr3,1464,50637599,utr3,1773,888,482,576,1291,0.71801,-1.43749,0.61,0.27,0.00858,0.01194,same,enhanced
16,+,chr16:23836000-24220610,ENSG00000166501,PRKCB,protein_coding,6,23873181,intron,1951,24216019,utr3,2157,1067,953,884,1204,0.51753,-0.12077,0.55,0.44,0.21632,0.23702,composite,control_down
17,+,chr17:5192083-5248068,ENSG00000261879,AC087500.1,antisense_RNA,6,5226138,intron,1726,5244552,intron,1274,731,435,995,839,0.23162,-0.19926,0.42,0.34,0.7853,0.37674,composite,control_down
17,-,chr17:80351827-80415167,ENSG00000263069,AC124319.2,antisense_RNA,6,80407484,intron,2188,80393889,intron,1129,947,447,1241,682,0.48765,0.24363,0.43,0.4,0.2175,0.61001,composite,control_down
17,+,chr17:60677452-61392837,ENSG00000141376,BCAS3,protein_coding,6,61194734,intron,18244,61392829,utr3,7587,7517,3065,10727,4522,-0.35375,-0.14472,0.41,0.4,0.25283,0.30004,composite,control_up
17,-,chr17:47117702-47189421,ENSG00000004897,CDC27,protein_coding,6,47176253,intron,7605,47117940,utr3,23901,3636,10679,3969,13222,-0.04599,-0.18183,0.48,0.45,0.99498,0.0877,composite,control_up
17,+,chr17:39461510-39564906,ENSG00000167258,CDK12,protein_coding,6,39532272,utr3,22323,39533548,utr3,9546,12668,5111,9655,4435,0.09078,-0.03297,0.57,0.54,0.72133,0.59156,same,control_down
17,+,chr17:12020823-12143829,ENSG00000065559,MAP2K4,protein_coding,6,12114556,intron,2842,12143729,utr3,20722,1683,8118,1159,12604,0.51371,-0.46687,0.59,0.39,0.03057,0.01629,composite,enhanced
17,+,chr17:16217190-16351796,ENSG00000108474,PIGL,protein_coding,6,16218213,utr3,1338,16351796,exon,2509,865,947,473,1562,0.84852,-0.66473,0.65,0.38,0.01701,0.00005,skipped,enhanced
17,-,chr17:48133439-48430274,ENSG00000141293,SKAP1,protein_coding,6,48295642,intron,3703,48133445,utr3,2369,1913,1207,1790,1162,-0.06171,-0.07953,0.52,0.51,0.62135,0.23787,composite,control_up
17,-,chr17:49598883-49678233,ENSG00000121067,SPOP,protein_coding,6,49623030,intron,2919,49599984,utr3,5195,1109,2618,1810,2577,-0.3753,0.46121,0.38,0.5,0.03096,0.01509,composite,repressed
17,-,chr17:42313323-42388567,ENSG00000168610,STAT3,protein_coding,6,42315191,utr3,3781,42313323,utr3,5393,1911,2086,1870,3307,0.07802,-0.53528,0.51,0.39,0.65697,0.10137,same,control_down
18,-,chr18:23598925-23662884,ENSG00000154065,ANKRD29,protein_coding,6,23648411,utr3,925,23598926,utr3,5841,249,828,676,5013,0.68311,-0.47589,0.27,0.14,0.03947,0.0001,skipped,enhanced
18,+,chr18:34493289-34891843,ENSG00000134769,DTNA,protein_coding,6,34829320,utr3,1666,34891064,utr3,3839,723,1694,943,2145,0.06295,-0.02786,0.43,0.44,0.75067,0.84382,skipped,control_down
18,+,chr18:5237825-5246507,ENSG00000263753,LINC00667,lincRNA,6,5245191,exon,6281,5246503,exon,6300,2786,2780,3495,3520,0.0042,-0.04149,0.44,0.44,0.9152,0.80333,same,control_down
18,+,chr18:21704956-21870956,ENSG00000101752,MIB1,protein_coding,6,21870168,utr3,17576,21870948,utr3,14049,7826,6177,9750,7872,-0.39382,-0.42993,0.45,0.44,0.11872,0.114,same,control_up
18,+,chr18:10525904-10552760,ENSG00000134265,NAPG,protein_coding,6,10550357,utr3,2399,10552757,utr3,17926,1656,7382,743,10544,0.67308,-0.98412,0.69,0.41,0,0,same,enhanced
18,-,chr18:12785477-12929642,ENSG00000175354,PTPN2,protein_coding,6,12794043,utr3,2182,12792155,utr3,2205,1220,782,962,1423,0.61627,-0.49943,0.56,0.35,0.0004,0.00287,same,enhanced
19,-,chr19:32875924-32971990,ENSG00000121289,CEP89,protein_coding,6,32879010,utr3,1184,32875925,utr3,5325,780,2269,404,3056,0.67426,-0.54002,0.66,0.43,0.00007,0.01171,same,enhanced
19,+,chr19:40924218-40950659,ENSG00000256612,CYP2B7P,transcribed_unprocessed_pseudogene,6,40934828,intron,2462,40950644,exon,42351,790,9481,1672,32870,0.57403,-0.43396,0.32,0.22,0.04669,0.01556,composite,enhanced
19,-,chr19:27684579-27793939,ENSG00000261824,LINC00662,lincRNA,6,27783910,intron,1461,27730265,intron,6701,752,3632,709,3069,-0.01223,0.18106,0.51,0.54,0.77224,0.86302,composite,control_up
19,-,chr19:5993163-6199571,ENSG00000087903,RFX2,protein_coding,6,6039417,intron,323,5993164,utr3,4463,165,921,158,3542,1.36447,-0.98862,0.51,0.21,0.00004,0.02262,composite,enhanced
19,+,chr19:24033404-24129960,ENSG00000213096,ZNF254,protein_coding,6,24123521,intron,1600,24129354,utr3,1240,852,635,748,605,0.28574,0.10185,0.53,0.51,0.29715,0.44005,composite,control_down
19,-,chr19:53133077-53159074,ENSG00000197937,ZNF347,protein_coding,6,53148924,exon,293,53134936,utr3,3741,154,1398,139,2343,0.72179,-0.20128,0.53,0.37,0.01389,0.04325,skipped,enhanced
19,+,chr19:37217925-37248737,ENSG00000188283,ZNF383,protein_coding,6,37243546,exon,591,37244924,utr3,661,315,301,276,360,0.36344,-0.01223,0.53,0.46,0.13745,0.93395,same,control_down
19,-,chr19:21804948-21852124,ENSG00000198521,ZNF43,protein_coding,6,21840035,utr5,362,21806611,utr3,846,222,290,140,556,1.08291,-0.53798,0.61,0.34,0.01869,0.02249,skipped,enhanced
19,-,chr19:51804815-51889222,ENSG00000161551,ZNF577,protein_coding,6,51872002,utr3,4935,51859753,intron,2971,1907,1692,3028,1279,-0.33041,0.81633,0.39,0.57,0.00014,0.00003,skipped,repressed
19,-,chr19:37181578-37218152,ENSG00000245680,ZNF585B,protein_coding,6,37184821,utr3,1411,37181579,utr3,2770,555,1193,856,1577,-0.18688,0.10159,0.39,0.43,0.22259,0.70773,same,control_up
19,+,chr19:52369916-52385794,ENSG00000221923,ZNF880,protein_coding,6,52374715,utr3,1402,52384071,exon,1169,616,640,786,529,-0.40319,0.22032,0.44,0.55,0.06485,0.64548,skipped,control_up
19,-,chr19:56219669-56368382,ENSG00000131848,ZSCAN5A,protein_coding,6,56261803,intron,4213,56221311,utr3,4925,1635,2039,2578,2886,0.01285,0.0386,0.39,0.41,0.44898,0.30514,composite,control_down
20,+,chr20:32358343-32439318,ENSG00000171456,ASXL1,protein_coding,6,32372230,utr3,4076,32438414,utr3,14486,2281,5701,1795,8785,0.70312,-0.30657,0.56,0.39,0.00002,0.01457,skipped,enhanced
20,-,chr20:16272103-16573433,ENSG00000089177,KIF16B,protein_coding,6,16492835,intron,1771,16433466,intron,3138,1053,1871,718,1267,0.33474,0.35489,0.59,0.6,0.07682,0.18385,composite,control_down
20,+,chr20:13995368-16053196,ENSG00000172264,MACROD2,protein_coding,6,15286205,intron,3815,16053193,utr3,24847,1661,6976,2154,17871,0.41729,-0.81205,0.44,0.28,0.9801,0.53933,composite,control_down
20,+,chr20:60087839-60527457,ENSG00000228340,MIR646HG,lincRNA,6,60326138,intron,2735,60389234,intron,1119,1212,594,1523,525,-0.08441,0.48914,0.44,0.53,0.7207,0.66154,composite,control_up
20,-,chr20:48624251-48827882,ENSG00000124126,PREX1,protein_coding,6,48821688,intron,1312,48624999,utr3,2186,533,844,779,1342,-0.12919,-0.27224,0.41,0.39,0.59185,0.19385,composite,control_up
20,+,chr20:59123380-59259112,ENSG00000124203,ZNF831,protein_coding,6,59188113,intron,812,59250855,intron,1299,422,555,390,744,0.25638,-0.29341,0.52,0.43,0.17566,0.08778,composite,control_down
21,-,chr21:38380026-38661779,ENSG00000157554,ERG,protein_coding,6,38551249,intron,1475,38381585,utr3,1297,1047,284,428,1013,2.41003,-0.57625,0.71,0.22,0,0.0081,composite,enhanced
21,-,chr21:36750887-36990235,ENSG00000159267,HLCS,protein_coding,6,36796889,intron,960,36752050,utr3,956,494,503,466,453,-0.0279,0.2877,0.51,0.53,0.38426,0.24842,composite,control_up
21,+,chr21:33324476-33359861,ENSG00000142166,IFNAR1,protein_coding,6,33356037,utr3,24511,33359816,utr3,6043,11942,2673,12569,3370,0.16779,0.00004,0.49,0.44,0.26654,0.55743,same,control_down
21,+,chr21:33229900-33265674,ENSG00000159110,IFNAR2,protein_coding,6,33262755,utr3,8581,33264506,utr3,13184,4592,6753,3989,6431,-0.18412,-0.20544,0.54,0.51,0.90567,0.28672,same,control_up
21,+,chr21:42879643-42913303,ENSG00000160194,NDUFV3,protein_coding,6,42909098,utr3,9391,42913227,utr3,1229,5401,408,3990,821,0.3991,-0.93112,0.58,0.33,0.02715,0.00014,same,enhanced
21,-,chr21:32733898-32771857,ENSG00000159086,PAXBP1,protein_coding,6,32769880,exon,947,32733899,utr3,13044,574,5318,373,7726,0.52353,-0.56364,0.61,0.41,0.03818,0.00356,skipped,enhanced
21,-,chr21:31671032-31732074,ENSG00000156304,SCAF4,protein_coding,6,31671184,utr3,1660,31671035,utr3,2019,814,909,846,1110,-0.09373,-0.33352,0.49,0.45,0.66444,0.24019,same,control_up
21,+,chr21:44012318-44106551,ENSG00000160218,TRAPPC10,protein_coding,6,44059696,utr3,1579,44083470,intron,1156,902,631,677,525,0.4032,0.11983,0.57,0.55,0.21588,0.91675,skipped,control_down
22,+,chr22:17628854-17730854,ENSG00000099968,BCL2L13,protein_coding,6,17683260,utr5,779,17703782,intron,463,533,142,246,321,1.20029,-0.95165,0.68,0.31,0.0131,0.02199,skipped,enhanced
22,-,chr22:19351367-19448231,ENSG00000242259,C22orf39,protein_coding,6,19441499,utr3,3599,19440880,intron,13738,1997,5197,1602,8541,0.42075,-0.51778,0.55,0.38,0.00045,0.00011,skipped,enhanced
22,-,chr22:21754499-21867679,ENSG00000100030,MAPK1,protein_coding,6,21762589,utr3,17906,21759659,utr3,2594,10104,1026,7802,1568,0.66482,-0.31319,0.56,0.4,0.00008,0.02757,same,enhanced
GL000219.1,-,chrGL000219.1:54223-83310,ENSG00000273748,AL592183.1,protein_coding,6,75061,intron,5431,69211,intron,1312,2245,453,3186,859,0.32221,-0.60367,0.41,0.35,0.16689,0.69522,composite,control_down
X,+,chrX:15688829-15788408,ENSG00000169239,CA5B,protein_coding,6,15769194,intron,1291,15786607,utr3,4220,575,1157,716,3063,0.63111,-0.24103,0.45,0.27,0.00823,0.01658,composite,enhanced
X,-,chrX:20124517-20141843,ENSG00000173674,EIF1AX,protein_coding,6,20127236,utr3,9579,20124526,utr3,12017,5420,4397,4159,7620,0.45741,-0.61611,0.57,0.37,0.0086,0.00004,same,enhanced
X,+,chrX:149938627-150224579,ENSG00000235703,LINC00894,antisense_RNA,6,150016784,exon,3987,150032196,intron,2494,1438,902,2549,1592,-0.30608,-0.13784,0.36,0.36,0.34295,0.87579,skipped,control_up
X,-,chrX:46599251-46759171,ENSG00000065923,SLC9A7,protein_coding,6,46599471,utr3,3754,46599254,utr3,2042,2278,1229,1476,813,-0.14757,-0.2204,0.61,0.6,0.22531,0.35604,same,control_up
1,+,chr1:119140395-119275972,ENSG00000231365,AL359915.2,antisense_RNA,7,119151412,intron,4653,119184087,intron,1997,2117,1076,2536,921,-0.10113,0.44406,0.45,0.54,0.93547,0.85272,composite,control_up
1,+,chr1:6785323-7769705,ENSG00000171735,CAMTA1,protein_coding,7,6888198,exon,4371,7769704,utr3,6891,2313,1971,2058,4920,0.44094,-1.07129,0.53,0.29,0.02092,0,skipped,enhanced
1,+,chr1:246566443-246668583,ENSG00000162852,CNST,protein_coding,7,246664099,intron,2679,246668580,utr3,1779,958,786,1721,993,-0.49123,-0.08042,0.36,0.44,0.06745,0.86101,composite,control_up
1,-,chr1:84549605-84574479,ENSG00000117151,CTBS,protein_coding,7,84554858,utr3,2812,84549607,utr3,827,1619,344,1193,483,0.36164,-0.51065,0.58,0.42,0.01804,0.0317,same,enhanced
1,+,chr1:244969704-245127163,ENSG00000203666,EFCAB2,protein_coding,7,245087650,utr3,591,245090438,intron,11421,293,3081,298,8340,0.72816,-0.64568,0.5,0.27,0.00043,0.00018,skipped,enhanced
1,-,chr1:51354262-51519327,ENSG00000085832,EPS15,protein_coding,7,51355237,utr3,24908,51354413,utr3,16321,9686,6114,15222,10207,0.12354,0.04909,0.39,0.37,0.22619,0.98797,same,control_down
1,+,chr1:78017964-78138448,ENSG00000137960,GIPC2,protein_coding,7,78018699,intron,7688,78137241,utr3,2893,2142,872,5546,2021,-0.1442,-0.01249,0.28,0.3,0.58234,0.49046,skipped,control_up
1,+,chr1:236142504-236221864,ENSG00000077585,GPR137B,protein_coding,7,236208447,utr3,2268,236208905,utr3,7665,1101,3834,1167,3831,0.09793,0.12602,0.49,0.5,0.86627,0.1862,same,control_down
1,-,chr1:202724490-202809469,ENSG00000117139,KDM5B,protein_coding,7,202762750,exon,3654,202728200,utr3,6921,2429,4693,1225,2228,-0.1552,0.05645,0.66,0.68,0.21116,0.48935,skipped,control_up
1,+,chr1:222618085-222668011,ENSG00000154305,MIA3,protein_coding,7,222638883,intron,1637,222668005,utr3,16649,1021,6148,616,10501,0.70365,-0.68229,0.62,0.37,0.00095,0.00008,composite,enhanced
1,+,chr1:13700197-13825078,ENSG00000116731,PRDM2,protein_coding,7,13728699,intron,4290,13825073,utr3,8709,2636,3365,1654,5344,0.96533,-0.3819,0.61,0.39,0.00542,0.00303,composite,enhanced
1,+,chr1:108692322-108701802,ENSG00000134186,PRPF38B,protein_coding,7,108700364,utr3,10348,108701182,utr3,23026,4804,10759,5544,12267,0.06152,-0.01834,0.46,0.47,0.84334,0.83852,same,control_down
1,+,chr1:174159409-174995307,ENSG00000152061,RABGAP1L,protein_coding,7,174465625,intron,2076,174995306,utr3,31071,1409,11593,667,19478,1.15156,-0.62767,0.68,0.37,0.01515,0,skipped,enhanced
1,+,chr1:213051232-213274772,ENSG00000136643,RPS6KC1,protein_coding,7,213256525,intron,3055,213273463,utr3,11455,1793,6107,1262,5348,0.19136,0.02841,0.59,0.53,0.28167,0.58863,composite,control_down
1,-,chr1:67407809-67430414,ENSG00000142864,SERBP1,protein_coding,7,67429999,exon,25367,67410436,utr3,8511,15483,3390,9884,5121,0.76586,-0.34033,0.61,0.4,0.01473,0.00006,skipped,enhanced
1,+,chr1:100896075-100981752,ENSG00000162695,SLC30A7,protein_coding,7,100928499,intron,1881,100976492,utr3,2293,923,1215,958,1078,-0.21526,-0.57089,0.49,0.53,0.59343,0.74923,composite,control_up
1,+,chr1:179293713-179358679,ENSG00000057252,SOAT1,protein_coding,7,179355453,utr3,1506,179358254,utr3,1485,823,512,683,973,0.37181,-0.76484,0.55,0.34,0.00682,0.00245,same,enhanced
1,-,chr1:84643706-84690802,ENSG00000117155,SSX2IP,protein_coding,7,84646949,utr3,1038,84643915,utr3,1135,753,587,285,548,0.79164,-0.56393,0.73,0.52,0.00033,0.04894,same,enhanced
1,-,chr1:112523517-112620824,ENSG00000007341,ST7L,protein_coding,7,112610460,exon,3703,112606680,intron,2324,1951,1115,1752,1209,0.29778,-0.58842,0.53,0.48,0.41994,0.66929,skipped,control_down
1,-,chr1:93149741-93180727,ENSG00000117500,TMED5,protein_coding,7,93154199,utr3,1472,93150164,utr3,10284,785,3275,687,7009,0.60326,-0.57221,0.53,0.32,0,0.00558,same,enhanced
1,-,chr1:83865027-83999149,ENSG00000137941,TTLL7,protein_coding,7,83865724,utr3,4134,83865033,utr3,3253,928,831,3206,2422,-0.2399,-0.01504,0.22,0.26,0.19851,0.46032,same,control_up
1,-,chr1:171700159-171742246,ENSG00000117533,VAMP4,protein_coding,7,171732093,intron,460,171703019,utr3,1967,304,700,156,1267,1.30541,-0.79561,0.66,0.36,0.02962,0.00002,composite,enhanced
1,+,chr1:180632003-180890250,ENSG00000143324,XPR1,protein_coding,7,180886123,utr3,11473,180890249,utr3,10169,8316,5615,3157,4554,0.46471,-0.51121,0.72,0.55,0.00075,0.00091,same,enhanced
1,-,chr1:34986164-35031967,ENSG00000163867,ZMYM6,protein_coding,7,35001293,intron,3005,34986167,exon,2168,1557,776,1448,1392,0.59426,-0.37471,0.52,0.36,0.00316,0.01987,composite,enhanced
2,+,chr2:147844516-147930825,ENSG00000121989,ACVR2A,protein_coding,7,147927745,utr3,358,147930821,utr3,3942,223,1484,135,2458,0.86506,-0.51868,0.62,0.38,0.00234,0.00083,same,enhanced
2,+,chr2:88765806-88806611,ENSG00000230006,ANKRD36BP2,transcribed_unprocessed_pseudogene,7,88801254,exon,4297,88806610,exon,8642,3548,6776,749,1866,-0.07517,-0.34505,0.83,0.78,0.9142,0.29281,skipped,control_up
2,-,chr2:95836918-95991830,ENSG00000174501,ANKRD36C,protein_coding,7,95914136,utr3,2754,95857439,exon,2015,1725,1288,1029,727,-0.06604,-0.04898,0.63,0.64,0.93333,0.99261,skipped,control_up
2,+,chr2:131722374-131767403,ENSG00000197927,C2orf27A,transcribed_unprocessed_pseudogene,7,131729430,intron,5014,131734040,intron,2823,3051,1646,1963,1177,-0.05249,-0.15369,0.61,0.58,0.62504,0.13081,composite,control_up
2,-,chr2:211375716-212538840,ENSG00000178568,ERBB4,protein_coding,7,212324503,intron,2102,212236872,intron,1041,645,276,1457,765,0.25413,-0.12512,0.31,0.27,0.53993,0.66449,composite,control_down
2,-,chr2:239048167-239401653,ENSG00000068024,HDAC4,protein_coding,7,239093931,intron,1120,239048174,utr3,4310,666,1463,454,2847,0.89303,-0.64548,0.59,0.34,0.00001,0.0039,composite,enhanced
2,+,chr2:241687084-241729477,ENSG00000168395,ING5,protein_coding,7,241694558,intron,9309,241729469,utr3,11094,4907,4234,4402,6860,0.28735,-0.57947,0.53,0.38,0.00331,0.00091,composite,enhanced
2,-,chr2:156011529-156254949,ENSG00000226383,LINC01876,lincRNA,7,156214479,intron,1496,156083056,intron,934,1145,763,351,171,-0.25488,0.24343,0.77,0.82,0.92848,0.78584,composite,control_up
2,-,chr2:171317404-171434801,ENSG00000123600,METTL8,protein_coding,7,171323787,utr3,1689,171317404,utr3,403,1180,195,509,208,0.64066,-0.61708,0.7,0.48,0.00032,0.01963,same,enhanced
2,-,chr2:98619105-98731125,ENSG00000071073,MGAT4A,protein_coding,7,98620990,utr3,5148,98619151,utr3,19492,2152,8012,2996,11480,0.03095,0.00908,0.42,0.41,0.57498,0.93169,same,control_down
2,-,chr2:200908972-200963679,ENSG00000115942,ORC2,protein_coding,7,200911194,utr3,1339,200908977,utr3,6422,893,2999,446,3423,0.65447,-0.46516,0.67,0.47,0.00144,0.01752,same,enhanced
2,+,chr2:178194480-178402890,ENSG00000079156,OSBPL6,protein_coding,7,178267810,intron,628,178399182,utr3,2739,331,684,297,2055,0.87583,-0.63166,0.53,0.25,0.00906,0.01171,composite,enhanced
2,-,chr2:69962265-70103219,ENSG00000179818,PCBP1-AS1,processed_transcript,7,70048687,exon,4948,70013222,intron,2847,2534,876,2414,1971,0.66722,-0.5521,0.51,0.31,0,0,skipped,enhanced
2,+,chr2:226835580-226999214,ENSG00000144468,RHBDD1,protein_coding,7,226997840,utr3,6897,226999197,utr3,8862,3555,4380,3342,4482,0.05917,-0.06145,0.52,0.49,0.84961,0.47854,same,control_down
2,-,chr2:113705010-113756822,ENSG00000115084,SLC35F5,protein_coding,7,113717310,intron,809,113706781,intron,12828,575,5540,234,7288,1.11586,-0.46738,0.71,0.43,0.00138,0.01314,composite,enhanced
2,-,chr2:173906458-173965701,ENSG00000172845,SP3,protein_coding,7,173908536,utr3,7962,173906459,utr3,4498,4270,2149,3692,2349,0.01291,-0.2655,0.54,0.48,0.54248,0.06438,same,control_down
2,-,chr2:134455758-134718999,ENSG00000152128,TMEM163,protein_coding,7,134455983,utr3,6081,134455759,utr3,18312,2142,6922,3939,11390,-0.01403,0.09458,0.35,0.38,0.49013,0.54861,same,control_up
2,-,chr2:165857474-165953842,ENSG00000123607,TTC21B,protein_coding,7,165880559,intron,294,165873362,utr3,1918,205,654,89,1264,1.4137,-0.74887,0.7,0.34,0.00002,0.00003,composite,enhanced
2,-,chr2:177612991-177618965,ENSG00000197557,TTC30A,protein_coding,7,177616253,utr3,956,177614298,utr3,1879,465,779,491,1100,0.31601,-0.32706,0.49,0.41,0.27739,0.71479,same,control_down
2,+,chr2:112275593-112340062,ENSG00000188177,ZC3H6,protein_coding,7,112299893,exon,3333,112340056,utr3,6450,1564,2419,1769,4031,0.22793,-0.30318,0.47,0.38,0.32614,0.15182,skipped,control_down
2,-,chr2:179441981-179861504,ENSG00000144331,ZNF385B,protein_coding,7,179647289,intron,12795,179481415,intron,8344,2831,1514,9964,6830,-0.12566,-0.28447,0.22,0.18,0.93179,0.58634,composite,control_up
3,-,chr3:180602857-180871004,ENSG00000145075,CCDC39,protein_coding,7,180625245,intron,753,180614008,utr3,1120,177,174,576,946,-0.6262,-0.92976,0.24,0.16,0.60447,0.0572,composite,control_up
3,+,chr3:191329076-191398669,ENSG00000152492,CCDC50,protein_coding,7,191369951,exon,5512,191398425,utr3,25835,2990,7195,2522,18640,0.81632,-0.51336,0.54,0.28,0.0122,0,skipped,enhanced
3,-,chr3:45082277-45146421,ENSG00000163814,CDCP1,protein_coding,7,45082509,utr3,5949,45082286,utr3,4825,3657,2900,2292,1925,0.11613,0.15367,0.61,0.6,0.11429,0.86382,same,control_down
3,-,chr3:138494343-138594537,ENSG00000114107,CEP70,protein_coding,7,138496909,utr3,5503,138494346,utr3,7164,2284,3176,3219,3988,-0.12936,-0.08162,0.42,0.44,0.82363,0.86841,skipped,control_up
3,+,chr3:138434585-138481685,ENSG00000158220,ESYT3,protein_coding,7,138473182,exon,1084,138478412,utr3,1449,319,373,765,1076,0.19854,-0.05356,0.29,0.26,0.53659,0.97066,skipped,control_down
3,-,chr3:122421948-122514944,ENSG00000114030,KPNA1,protein_coding,7,122426026,utr3,1102,122422134,utr3,1972,674,557,428,1415,1.22425,-1.02859,0.61,0.28,0,0.00001,same,enhanced
3,-,chr3:160494994-160565587,ENSG00000186432,KPNA4,protein_coding,7,160536806,exon,2900,160495007,utr3,10615,1910,4486,990,6129,0.96919,-0.28835,0.66,0.42,0.03442,0.02901,skipped,enhanced
3,+,chr3:185282940-185489096,ENSG00000073803,MAP3K13,protein_coding,7,185291812,utr3,2349,185489092,utr3,2625,1703,998,646,1627,0.75065,-1.22896,0.72,0.38,0.00109,0,skipped,enhanced
3,+,chr3:101779201-101827391,ENSG00000144815,NXPE3,protein_coding,7,101806239,intron,813,101827080,utr3,1138,545,394,268,744,1.42871,-0.53359,0.67,0.35,0,0.0193,composite,enhanced
3,+,chr3:193593143-193697822,ENSG00000198836,OPA1,protein_coding,7,193695053,utr3,7662,193697249,utr3,668,4645,291,3017,377,0.56784,-0.42402,0.61,0.44,0,0.04686,same,enhanced
3,+,chr3:141487046-141615341,ENSG00000155903,RASA2,protein_coding,7,141556628,intron,2701,141592808,intron,8441,1634,3912,1067,4529,0.30539,-0.56888,0.6,0.46,0.0092,0.00016,composite,enhanced
